,Member,Party Name,Constituency
0,"A. Raja,Shri",DMK,Perambalur -SC (Tamil Nadu )
1,"Aaroon Rasheed,Shri J.M.",INC,Periyakulam (Tamil Nadu )
2,"Abdullah,Shri Omar",J&KNC,Srinagar (Jammu and Kashmir )
3,"Abdullakutty,Shri A.P.",CPI(M),Cannanore (Kerala )
4,"Acharia,Shri Basudeb",CPI(M),Bankura (West Bengal )
5,"Acharya,Shri Prasanna",BJD,Sambalpur (Odisha )
6,"Adhalrao Patil, Shri Shivaji",SS,Khed (Maharashtra )
7,"Adityanath, Shri Yogi",BJP,Gorakhpur (Uttar Pradesh )
8,"Adsul, Shri Anandrao",SS,Buldhana -SC (Maharashtra )
9,"Advani, Shri Lal Krishna",BJP,Gandhinagar (Gujarat )
10,"Agarwal,Shri Dhirendra",RJD,Chatra (Jharkhand )
11,"Ahamed, Shri E.",IUML,Ponnani (Kerala )
12,"Ahir, Shri Hansraj Gangaram",BJP,Chandrapur (Maharashtra )
13,"Ahmad,Shri Ateeq",SP,Phulpur (Uttar Pradesh )
14,"Ahmad,Dr. Shakeel",INC,Madhubani (Bihar )
15,"Ahuja,Shri Govinda Arun",INC,Mumbai-North (Maharashtra )
16,"Aiyar,Shri Mani Shankar",INC,Mayiladuthurai (Tamil Nadu )
17,"Ajaya Kumar,Shri S.",CPI(M),Ottapalam -SC (Kerala )
18,"Ajgalley,Shri Guharam",BJP,Sarangarh -SC (Chhattisgarh )
19,"Ajnala,Dr. Rattan Singh",SAD,Tarn Taran (Punjab )
20,"Alemao,Shri Churchill Braz",INC,Mormugao (Goa )
21,"Ambareesh,Shri M.H.",INC,Mandya (Karnataka )
22,"Ananth Kumar, Shri",BJP,Bangalore South (Karnataka )
23,"Angadi, Shri Suresh Chanabasappa",BJP,Belgaum (Karnataka )
24,"Annayyagari,Shri Sai Prathap",INC,Rajampet (Andhra Pradesh )
25,"Ansari,Shri Furkan",INC,Godda (Jharkhand )
26,"Ansari,Shri Afzal",SP,Ghazipur (Uttar Pradesh )
27,"Antulay,Shri Abdul Rehman",INC,Kulaba (Maharashtra )
28,"Appadurai,Shri M.",CPI,Tenkasi -SC (Tamil Nadu )
29,"Argal,Shri Ashok",BJP,Morena -SC (Madhya Pradesh )
30,"Athawale,Shri Ramdas",RPI(A),Pandharpur -SC (Maharashtra )
31,"Athithan,Shri Dhanuskodi",INC,Tirunelveli (Tamil Nadu )
32,"Atwal,Shri Charnjit Singh",SAD,Phillaur -SC (Punjab )
33,"Audikesavulu,Shri D.K.",TDP,Chittoor (Andhra Pradesh )
34,"Azmi,Shri Iliyas",BSP,Shahabad (Uttar Pradesh )
35,"Baalu,Shri Thalikkottai Rajuthevar",DMK,Chennai South (Tamil Nadu )
36,"Baba,Shri K.C. Singh",INC,Nainital (Uttarakhand )
37,"Babbar,Shri Raj",SP,Agra (Uttar Pradesh )
38,"Badal,Shri Sukhbir Singh",SAD,Faridkot (Punjab )
39,"Badi,Shri Rajendra Kumar",SP,Hardwar -SC (Uttarakhand )
40,"Badiga,Shri Ramakrishna",INC,Machilipatnam (Andhra Pradesh )
41,"Baghel,Prof. S.P. Singh",SP,Jalesar (Uttar Pradesh )
42,"Bahuguna,Shri Vijay",INC,Tehri Garhwal (Uttarakhand )
43,"Bais,Shri Ramesh",BJP,Raipur (Chhattisgarh )
44,"Baitha,Shri Kailash",JD(U),Bagaha -SC (Bihar )
45,"Banerjee,Kum. Mamata",AITC,Calcutta South (West Bengal )
46,"Bangarappa,Shri S.",SP,Shimoga (Karnataka )
47,"Bangaru,Smt. Susheela Laxman",BJP,Jalore -SC (Rajasthan )
48,"Bansal,Shri Pawan Kumar",INC,Chandigarh (Chandigarh )
49,"Barad,Shri Jashubhai Dhanabhai",INC,Junagadh (Gujarat )
50,"Barman,Shri Hiten",AIFB,Cooch Behar -SC (West Bengal )
51,"Barman,Shri Ranen",RSP,Balurghat -SC (West Bengal )
52,"Barman,Prof. Basudeb",CPI(M),Mathurapur -SC (West Bengal )
53,"Barq,Shri Shafiqur Rahman",SP,Moradabad (Uttar Pradesh )
54,"Basu,Shri Anil",CPI(M),Arambagh (West Bengal )
55,"Bauri,Smt. Susmita",CPI(M),Vishnupur -SC (West Bengal )
56,"Baxla,Shri Joachim",RSP,Alipurduars -ST (West Bengal )
57,"Bellarmin,Shri A.V.",CPI(M),Nagercoil (Tamil Nadu )
58,"Bhadana,Shri Avtar Singh",INC,Faridabad (Haryana )
59,"Bhagora,Shri Mahavir",BJP,Salumber -ST (Rajasthan )
60,"Bhai Lal,Shri",BSP,Robertsganj -SC (Uttar Pradesh )
61,"Bhakta,Shri Manoranjan",INC,Andaman and Nicobar Islands (Andaman and Nicobar Islands )
62,"Bhargav,Shri Girdhari Lal",BJP,Jaipur (Rajasthan )
63,"Bhavana Gawali (Patil), Ms.",SS,Washim (Maharashtra )
64,"Bhavani Rajenthiran,Smt. M.S. K.",DMK,Ramanathapuram (Tamil Nadu )
65,"Bhuria,Shri Kantilal",INC,Jhabua -ST (Madhya Pradesh )
66,"Bisen,Shri Gauri Shankar Chaturbhuj",BJP,Balaghat (Madhya Pradesh )
67,"Bishnoi,Shri Jaswant Singh",BJP,Jodhpur (Rajasthan )
68,"Bishnoi,Shri Kuldeep",INC,Bhiwani (Haryana )
69,"Boianapalli,Shri Vinod Kumar",TRS,
70,"Borkataky,Shri Narayan Chandra",BJP,Mangaldoi (Assam )
71,"Bose,Shri Subrata",AIFB,Barasat (West Bengal )
72,"Botcha ,Dr. (Smt.) Jhansi Lakshmi",INC,Bobbili (Andhra Pradesh )
73,"Budholiya,Shri Rajnarayan",SP,Hamirpur (Uttar Pradesh )
74,"Bwiswmuthiary,Shri Sansuma Khunggur",Ind.,Kokrajhar -ST (Assam )
75,"Chakrabortty,Shri Swadesh",CPI(M),Howrah (West Bengal )
76,"Chakraborty,Dr. Sujan",CPI(M),Jadavpur (West Bengal )
77,"Chakraborty,Shri Ajay",CPI,Basirhat (West Bengal )
78,"Chalapathirao,Shri Pappala",TDP,Anakapalli (Andhra Pradesh )
79,"Chaliha,Shri Kirip",INC,Gauhati (Assam )
80,"Chandel,Shri Suresh",BJP,Hamirpur (Himachal Pradesh )
81,"Chander Kumar,Prof.",INC,Kangra (Himachal Pradesh )
82,"Chandra Shekhar,Shri",SJP(R),Ballia (Uttar Pradesh )
83,"Chandrappan,Shri C.K.",CPI,Trichur (Kerala )
84,"Channappa,Shri Kunnur Manjunath",BJP,Dharwad South (Karnataka )
85,"Charenamei,Shri Mani",Ind.,Outer Manipur -ST (Manipur )
86,"Chatterjee,Shri Santasri",CPI(M),Serampore (West Bengal )
87,"Chatterjee,Shri Somnath",,Bolpur (West Bengal )
88,"Chaubey,Shri Lalmuni",BJP,Buxar (Bihar )
89,"Chaudhary,Shri Pankaj",BJP,Maharajganj (Uttar Pradesh )
90,"Chaudhary,Dr. Tushar Amarsinh",INC,Mandvi -ST (Gujarat )
91,"Chauhan,Shri Nihal Chand",BJP,Ganganagar -SC (Rajasthan )
92,"Chauhan,Shri Nand Kumar Singh",BJP,Khandwa (Madhya Pradesh )
93,"Chaure,Shri Bapu Hari",INC,Dhule -ST (Maharashtra )
94,"Chavan,Shri Harishchandra Deoram",BJP,Malegaon -ST (Maharashtra )
95,"Chavda,Shri Harisinh Pratapsinh",INC,Banaskantha (Gujarat )
96,"Chhatwal,Shri Sartaj Singh",BJP,Hoshangabad (Madhya Pradesh )
97,"Chhewang,Shri Thupstan",Ind.,Ladakh (Jammu and Kashmir )
98,"Chidambaram,Shri Palaniappan",INC,Sivaganga (Tamil Nadu )
99,"Chinta Mohan,Dr.",INC,Tirupati -SC (Andhra Pradesh )
100,"Chitthan,Shri N.S.V.",INC,Dindigul (Tamil Nadu )
101,"Choudhary,Smt. Anuradha",RLD,Kairana (Uttar Pradesh )
102,"Choudhary,Shri Nikhil Kumar",BJP,Katihar (Bihar )
103,"Choudhury,Shri A.B.A. Ghani Khan",INC,Malda (West Bengal )
104,"Choudhury,Shri Abu Hasem Khan",INC,Malda (West Bengal )
105,"Chouhan,Shri Shivraj Singh",BJP,Vidisha (Madhya Pradesh )
106,"Chowdhury,Shri Adhir Ranjan",INC,Berhampore (West Bengal )
107,"Chowdhury,Shri Bansa Gopal",CPI(M),Asansol (West Bengal )
108,"Chowdhury,Shri Bikash",CPI(M),Asansol (West Bengal )
109,"Chowdhury,Smt. Renuka",INC,Khammam (Andhra Pradesh )
110,"Dangawas,Shri Bhanwar Singh",BJP,Nagaur (Rajasthan )
111,"Danve,Shri Raosaheb Dadarao",BJP,Jalna (Maharashtra )
112,"Darbar,Shri Chhatar Singh",BJP,Dhar -ST (Madhya Pradesh )
113,"Das,Shri Khagen",CPI(M),Tripura West (Tripura )
114,"Das,Shri Alakesh",CPI(M),Nabadwip -SC (West Bengal )
115,"Dasgupta,Shri Gurudas",CPI,Panskura (West Bengal )
116,"Dasmunsi,Shri Priya Ranjan",INC,Raiganj (West Bengal )
117,"Delkar, Shri Mohan S. ,",BNP,Dadra and Nagar Haveli -ST (Dadra and Nagar Haveli )
118,"Deo,Shri V. Kishore Chandra",INC,Parvathipuram -ST (Andhra Pradesh )
119,"Deo,Shri Bikram Keshari",BJP,Kalahandi (Odisha )
120,"Deora,Shri Milind Murli",INC,Mumbai-South (Maharashtra )
121,"Deshmukh,Shri Subhash Sureshchandra",BJP,Solapur (Maharashtra )
122,"Dev,Shri Sontosh Mohan",INC,Silchar (Assam )
123,"Devegowda,Shri H.D.",JD(S),Hassan (Karnataka )
124,"Dhanaraju,Dr. K.",PMK,Tindivanam (Tamil Nadu )
125,"Dharavath,Shri Ravinder Naik",TRS,Warangal (Andhra Pradesh )
126,"Dharmendra,Shri",BJP,Bikaner (Rajasthan )
127,"Dhillon,Shri Sharanjit Singh",SAD,Ludhiana (Punjab )
128,"Dhindsa,Shri Sukhdev Singh",SAD,Sangrur (Punjab )
129,"Dhotre,Shri Sanjay Shamrao",BJP,Akola (Maharashtra )
130,"Dhumal,Prof. Prem Kumar",BJP,Hamirpur (Himachal Pradesh )
131,"Dikshit,Shri Sandeep",INC,East Delhi (NCT of Delhi )
132,"Diler,Shri Kishan Lal",BJP,Hathras -SC (Uttar Pradesh )
133,"Dome,Dr. Ram Chandra",CPI(M),Birbhum -SC (West Bengal )
134,"Dube,Shri Ramesh",BSP,Mirzapur (Uttar Pradesh )
135,"Dubey,Shri Chandra Shekhar",INC,Dhanbad (Jharkhand )
136,"Dumpy,Shri Akbar Ahmad",BSP,Azamgarh (Uttar Pradesh )
137,"Dutt,Smt. Priya Sunil",INC,Mumbai-North-West (Maharashtra )
138,"Dutt,Shri Sunil",INC,Mumbai-North-West (Maharashtra )
139,"Elangovan,Shri E.V.K.S.",INC,Gobichettipalayam (Tamil Nadu )
140,"Engti,Shri Biren Singh",INC,Autonomous District -ST (Assam )
141,"Fanthome,Shri Francis",INC,Nominated Anglo-Indian (NCT of Delhi )
142,"Fatmi,Shri Mohmmad Ali Ashraf",RJD,Darbhanga (Bihar )
143,"Fernandes,Shri George",JD(U),Muzaffarpur (Bihar )
144,"Francis George,Shri K.",KEC,Idukki (Kerala )
145,"Gadakh,Shri Tukaram Gangadhar",NCP,Ahmednagar (Maharashtra )
146,"Gaddigoudar,Shri Parvatagouda Chandanagouda",BJP,Bagalkot (Karnataka )
147,"Gadhavi,Shri Pushpdan Shambhudan",BJP,Kutch (Gujarat )
148,"Gaikwad,Shri Eknath Mahadeo",INC,Mumbai-North-Central (Maharashtra )
149,"Gamang,Shri Giridhar",INC,Koraput -ST (Odisha )
150,"Gandhi,Smt. Maneka Sanjay",BJP,Pilibhit (Uttar Pradesh )
151,"Gandhi,Shri Rahul",INC,Amethi (Uttar Pradesh )
152,"Gandhi,Smt. Sonia",INC,Rae Bareli (Uttar Pradesh )
153,"Gandhi,Shri Pradeep",BJP,Rajnandgaon (Chhattisgarh )
154,"Ganesan,Shri L.",MDMK,Tiruchirappalli (Tamil Nadu )
155,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
156,"Gao,Shri Tapir",BJP,Arunachal East (Arunachal Pradesh )
157,"Gavit,Shri Manikrao Hodlya",INC,Nandurbar -ST (Maharashtra )
158,"Geete,Shri Anant Gangaram",SS,Ratnagiri (Maharashtra )
159,"Gehlot,Shri Thaawar Chand",BJP,Shajapur - SC (Madhya Pradesh )
160,"Gill,Shri Atma Singh",INC,Sirsa -SC (Haryana )
161,"Goel,Shri Surendra Prakash",INC,Hapur (Uttar Pradesh )
162,"Gogoi,Shri Dip",INC,Kaliabor (Assam )
163,"Gohain,Shri Rajen",BJP,Nawgong (Assam )
164,"Gowda,Shri Devaragunda Venkappa Sadananda",BJP,Mangalore (Karnataka )
165,"Gowda,Dr. (Smt.) Tejasvini",INC,Kanakapura (Karnataka )
166,"Gudhe,Shri Anantrao",SS,Amravati (Maharashtra )
167,"Gulshan,Smt. Paramjit Kaur",SAD,Bhatinda -SC (Punjab )
168,"Gupta,Shri Shyama Charan",SP,Banda (Uttar Pradesh )
169,"Hamza,Shri T.K.",CPI(M),Manjeri (Kerala )
170,"Handique,Shri Bijoy Krishna",INC,Jorhat (Assam )
171,"Hanumanthappa,Shri N. Y.",INC,Chitradurga (Karnataka )
172,"Harsha Kumar,Shri G.V.",INC,Amalapuram -SC (Andhra Pradesh )
173,"Hasan,Chaudhary Munawwar",SP,Muzaffarnagar (Uttar Pradesh )
174,"Hegde,Shri Anantkumar",BJP,Kanara (Karnataka )
175,"Hooda,Shri Deepender Singh",INC,Rohtak (Haryana )
176,"Hooda,Shri Bhupinder Singh",INC,Rohtak (Haryana )
177,"Hossain,Shri Abdul Mannan",INC,Murshidabad (West Bengal )
178,"Hussain,Shri Syed Shahnawaz",BJP,Bhagalpur (Bihar )
179,"Hussain,Shri Anwar",INC,Dhubri (Assam )
180,"Jadhao,Shri Prakash B.",SS,Ramtek (Maharashtra )
181,"Jagadeesan,Smt. Subbulakshmi",DMK,Tiruchengode (Tamil Nadu )
182,"Jagannath,Dr. M.",TDP,Nagarkurnool -SC (Andhra Pradesh )
183,"Jai Parkash,Shri",INC,Hisar (Haryana )
184,"Jai Prakash,Shri",SP,Mohanlalganj -SC (Uttar Pradesh )
185,"Jain,Shri Pusp",BJP,Pali (Rajasthan )
186,"Jaiswal,Shri Sriprakash",INC,Kanpur (Uttar Pradesh )
187,"Jalappa,Shri R.L.",INC,Chikkballapur (Karnataka )
188,"Jatiya,Dr. Satyanarayan",BJP,Ujjain - SC (Madhya Pradesh )
189,"Jawale,Shri Haribhau Madhav",BJP,Jalgaon (Maharashtra )
190,"Jena,Shri Mohan",BJD,Jajpur -SC (Odisha )
191,"Jha,Shri Raghunath",RJD,Bettiah (Bihar )
192,"Jigajinagi,Shri Ramesh Chandappa",BJP,Chikkodi -SC (Karnataka )
193,"Jindal,Shri Naveen",INC,Kurukshetra (Haryana )
194,"Jogaiah,Shri Chegondi Venkata Hariram",INC,Narasapur (Andhra Pradesh )
195,"Jogi,Shri Ajit",INC,Mahasamund (Chhattisgarh )
196,"Joshi,Shri Pralhad Venkatesh",BJP,Dharwad North (Karnataka )
197,"Joshi,Shri Kailash",BJP,Bhopal (Madhya Pradesh )
198,"Kader Mohideen,Shri K.M.",DMK,Vellore (Tamil Nadu )
199,"Kalmadi,Shri Suresh",INC,Pune (Maharashtra )
200,"Kamal Nath,Shri",INC,Chhindwara (Madhya Pradesh )
201,"Kamat,Shri Gurudas",INC,Mumbai-North-East (Maharashtra )
202,"Kanodia,Shri Mahesh Kumar",BJP,Patan -SC (Gujarat )
203,"Karunakaran,Shri P.",CPI(M),Kasaragod (Kerala )
204,"Kashyap,Shri Baliram",BJP,Bastar -ST (Chhattisgarh )
205,"Kaswan,Shri Ram Singh",BJP,Churu (Rajasthan )
206,"Katara,Shri Babubhai Khimabhai",BJP,Dahod -ST (Gujarat )
207,"Kathiria,Dr. Vallabhbhai",BJP,Rajkot (Gujarat )
208,"Kaur,Smt. Preneet",INC,Patiala (Punjab )
209,"Kaushal,Shri Raghuvir Singh",BJP,Kota (Rajasthan )
210,"Kerketta,Smt. Sushila",INC,Khunti -ST (Jharkhand )
211,"Khaire,Shri Chandrakant Bhaurao",SS,Aurangabad (Maharashtra )
212,"Khan,Shri Sunil",CPI(M),Durgapur -SC (West Bengal )
213,"Khan,Shri Mohammad Tahir",BSP,Sultanpur (Uttar Pradesh )
214,"Khandelwal,Shri Vijay Kumar",BJP,Betul (Madhya Pradesh )
215,"Khandelwal,Shri Hemant",BJP,Betul (Madhya Pradesh )
216,"Khanduri, Maj Gen Bhuwan Chandra AVSM (Retd.)",BJP,Garhwal (Uttarakhand )
217,"Khanna,Shri Vinod",BJP,Gurdaspur (Punjab )
218,"Khanna,Shri Avinash Rai",BJP,Hoshiarpur (Punjab )
219,"Kharventhan,Shri Salarapatty Kuppusamy",INC,Palani (Tamil Nadu )
220,"Koli,Shri Ramswaroop",BJP,Bayana -SC (Rajasthan )
221,"Konyak,Shri W. Wangyuh",NPF,Nagaland (Nagaland )
222,"Kori,Shri Radhey Shyam",SP,Ghatampur -SC (Uttar Pradesh )
223,"Koya,Dr. P. Pookunhi",JD(U),Lakshadweep -ST (Lakshadweep )
224,"Kripalani,Shri Srichand",BJP,Chittorgarh (Rajasthan )
225,"Krishnadas,Shri N.N.",CPI(M),Palghat (Kerala )
226,"Krishnan,Dr. C.",MDMK,Pollachi -SC (Tamil Nadu )
227,"Krishnaswamy,Shri A.",DMK,Sriperumbudur -SC (Tamil Nadu )
228,"Kulaste,Shri Faggan Singh",BJP,Mandla -ST (Madhya Pradesh )
229,"Kumar,Dr. Virendra",BJP,Sagar -SC (Madhya Pradesh )
230,"Kumar,Shri Shailendra",SP,Chail -SC (Uttar Pradesh )
231,"Kumar,Smt. Meira",INC,Sasaram -SC (Bihar )
232,"Kuppusami,Shri C.",DMK,Chennai North (Tamil Nadu )
233,"Kurup,Adv. Suresh",CPI(M),Kottayam (Kerala )
234,"Kushwaha,Shri Narendra Kumar",BSP,Mirzapur (Uttar Pradesh )
235,"Kusmaria,Dr. Ramkrishna",BJP,Khajuraho (Madhya Pradesh )
236,"Kyndiah,Shri Paty Ripple",INC,Shillong (Meghalaya )
237,"Lagadapati,Shri Rajagopal",INC,Vijayawada (Andhra Pradesh )
238,"Lahiri,Shri Samik",CPI(M),Diamond Harbour (West Bengal )
239,"Lal Chandra,Shri",BSP,Robertsganj -SC (Uttar Pradesh )
240,"Lalu Prasad,Shri",RJD,Chapra (Bihar )
241,"Libra,Shri Sukhdev Singh",SAD,Ropar -SC (Punjab )
242,"Maadam,Shri Vikrambhai Arjanbhai",INC,Jamnagar (Gujarat )
243,"Madhwaraj,Smt. Manorama",BJP,Udupi (Karnataka )
244,"Mahabir Prasad,Shri",INC,Bansgaon -SC (Uttar Pradesh )
245,"Mahajan,Shri Y.G.",BJP,Jalgaon (Maharashtra )
246,"Maharia,Shri Subhash",BJP,Sikar (Rajasthan )
247,"Mahato,Shri Narahari",AIFB,Purulia (West Bengal )
248,"Mahato,Shri Bir Sing",AIFB,Purulia (West Bengal )
249,"Mahato,Shri Sunil Kumar",JMM,Jamshedpur (Jharkhand )
250,"Mahato,Smt. Suman",JMM,Jamshedpur (Jharkhand )
251,"Maheshwari,Smt. Kiran",BJP,Udaipur (Rajasthan )
252,"Mahtab,Shri Bhartruhari",BJD,Cuttack (Odisha )
253,"Mahto,Shri Tek Lal",JMM,Giridih (Jharkhand )
254,"Majhi,Shri Shankhlal",SP,Akbarpur -SC (Uttar Pradesh )
255,"Majhi,Shri Parsuram",BJP,Nowrangpur -ST (Odisha )
256,"Maken,Shri Ajay",INC,New Delhi (NCT of Delhi )
257,"Malhotra,Prof. Vijay Kumar",BJP,South Delhi (NCT of Delhi )
258,"Mallikarjunaiah,Shri S.",BJP,Tumkur (Karnataka )
259,"Mandal,Shri Sanat Kumar",RSP,Joynagar -SC (West Bengal )
260,"Mandlik,Shri Sadashivrao Dadoba",NCP,Kolhapur (Maharashtra )
261,"Mane,Smt. Nivedita",NCP,Ichalkaranji (Maharashtra )
262,"Manjhi,Shri Rajesh Kumar",RJD,Gaya -SC (Bihar )
263,"Mann,Sardar Zora Singh",SAD,Ferozpur (Punjab )
264,"Manoj,Dr. K.S.",CPI(M),Alleppey (Kerala )
265,"Manoj Kumar,Shri",RJD,Palamu -SC (Jharkhand )
266,"Manvendra Singh,Shri",INC,Mathura (Uttar Pradesh )
267,"Maran,Thiru Dayanidhi",DMK,Chennai Central (Tamil Nadu )
268,"Marandi,Shri Babu Lal",Ind.,Kodarma (Jharkhand )
269,"Marndi,Shri Sudam",JMM,Mayurbhanj -ST (Odisha )
270,"Masood,Shri Rasheed",SP,Saharanpur (Uttar Pradesh )
271,"Mayawati,Kumari .",BSP,Akbarpur -SC (Uttar Pradesh )
272,"Mcleod,Smt. Ingrid",INC,Nominated Anglo-Indian (Chhattisgarh )
273,"Mediyam,Dr. Babu Rao",CPI(M),Bhadrachalam -ST (Andhra Pradesh )
274,"Meena,Shri Namo Narain",INC,Sawai Madhopur -ST (Rajasthan )
275,"Meghwal,Shri Kailash",BJP,Tonk -SC (Rajasthan )
276,"Mehta,Shri Alok Kumar",RJD,Samastipur (Bihar )
277,"Mehta,Shri Bhubneshwar Prasad",CPI,Hazaribagh (Jharkhand )
278,"Meinya,Dr. Thokchom",INC,Inner Manipur (Manipur )
279,"Mishra,Dr. Rajesh Kumar",INC,Varanasi (Uttar Pradesh )
280,"Mistry,Shri Madhusudan Devram",INC,Sabarkantha (Gujarat )
281,"Modi,Shri Sushil Kumar",BJP,Bhagalpur (Bihar )
282,"Moghe,Shri Krishna Murari",BJP,Khargone (Madhya Pradesh )
283,"Mohale,Shri Punnulal",BJP,Bilaspur -SC (Chhattisgarh )
284,"Mohite,Shri Subodh",SS,Ramtek (Maharashtra )
285,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
286,"Mondal,Shri Abu Ayes",CPI(M),Katwa (West Bengal )
287,"Moorthy,Shri A.K.",PMK,Chengalpattu (Tamil Nadu )
288,"More,Shri Vasantrao J.",NCP,Erandol (Maharashtra )
289,"Mufti,Ms. Mehbooba",J&KPDP,Anantnag (Jammu and Kashmir )
290,"Mukherjee,Shri Pranab",INC,Jangipur (West Bengal )
291,"Muniyappa,Dr. K.H.",INC,Kolar -SC (Karnataka )
